"condition","rt","subject"
"incongruent",721,"s206"
"incongruent",1420,"s206"
"congruent",1055,"s206"
"incongruent",684,"s206"
"incongruent",502,"s206"
"congruent",661,"s206"
"incongruent",1049,"s206"
"incongruent",736,"s206"
"congruent",934,"s206"
"congruent",657,"s206"
"congruent",699,"s206"
"incongruent",651,"s206"
"congruent",919,"s206"
"congruent",971,"s206"
"incongruent",816,"s206"
"congruent",942,"s206"
"congruent",769,"s206"
"incongruent",981,"s206"
"congruent",742,"s206"
"incongruent",1125,"s206"
"incongruent",828,"s206"
"congruent",709,"s206"
"incongruent",745,"s206"
"congruent",663,"s206"
"congruent",538,"s206"
"incongruent",890,"s206"
"incongruent",719,"s206"
"incongruent",714,"s206"
"congruent",961,"s206"
"congruent",599,"s206"
"congruent",881,"s206"
"incongruent",1269,"s206"
"congruent",809,"s206"
"incongruent",721,"s206"
"incongruent",843,"s206"
"congruent",686,"s206"
"incongruent",627,"s206"
"congruent",703,"s206"
"congruent",954,"s206"
"incongruent",418,"s206"
"congruent",438,"s206"
"congruent",427,"s206"
"incongruent",1385,"s206"
"congruent",1376,"s206"
"incongruent",888,"s206"
"congruent",826,"s206"
"incongruent",638,"s206"
"incongruent",976,"s206"
"congruent",692,"s206"
"incongruent",1019,"s206"
"congruent",532,"s206"
"congruent",571,"s206"
"incongruent",1067,"s206"
"incongruent",1062,"s206"
"congruent",974,"s206"
"congruent",671,"s206"
"incongruent",631,"s206"
"incongruent",481,"s206"
"congruent",502,"s206"
"incongruent",465,"s206"
"congruent",838,"s206"
"congruent",723,"s206"
"incongruent",1066,"s206"
"incongruent",622,"s206"
"incongruent",468,"s206"
"congruent",458,"s206"
"incongruent",1311,"s206"
"incongruent",1462,"s206"
"incongruent",634,"s206"
"congruent",676,"s217"
"congruent",406,"s217"
"congruent",532,"s217"
"congruent",520,"s217"
"incongruent",526,"s217"
"incongruent",715,"s217"
"incongruent",770,"s217"
"congruent",582,"s217"
"congruent",586,"s217"
"incongruent",841,"s217"
"incongruent",593,"s217"
"congruent",536,"s217"
"incongruent",590,"s217"
"congruent",485,"s217"
"incongruent",826,"s217"
"congruent",782,"s217"
"incongruent",580,"s217"
"congruent",763,"s217"
"incongruent",643,"s217"
"incongruent",784,"s217"
"incongruent",550,"s217"
"congruent",547,"s217"
"incongruent",602,"s217"
"congruent",561,"s217"
"congruent",529,"s217"
"incongruent",463,"s217"
"incongruent",693,"s217"
"incongruent",643,"s217"
"congruent",449,"s217"
"incongruent",399,"s217"
"congruent",507,"s217"
"incongruent",401,"s217"
"congruent",526,"s217"
"incongruent",541,"s217"
"congruent",427,"s217"
"congruent",554,"s217"
"incongruent",751,"s217"
"incongruent",652,"s217"
"congruent",581,"s217"
"congruent",698,"s217"
"incongruent",849,"s217"
"incongruent",640,"s217"
"incongruent",837,"s217"
"congruent",499,"s217"
"incongruent",745,"s217"
"incongruent",848,"s217"
"congruent",517,"s217"
"congruent",578,"s217"
"congruent",607,"s217"
"congruent",509,"s217"
"incongruent",1030,"s217"
"incongruent",699,"s217"
"incongruent",498,"s217"
"incongruent",600,"s217"
"congruent",550,"s217"
"incongruent",900,"s217"
"congruent",682,"s217"
"incongruent",791,"s217"
"incongruent",582,"s217"
"incongruent",813,"s217"
"incongruent",644,"s217"
"congruent",619,"s217"
"congruent",384,"s217"
"incongruent",780,"s217"
"incongruent",624,"s217"
"incongruent",734,"s217"
"incongruent",654,"s217"
"incongruent",762,"s217"
"incongruent",792,"s217"
"incongruent",599,"s217"
"incongruent",830,"s217"
"congruent",510,"s217"
"congruent",613,"s217"
"incongruent",619,"s217"
"incongruent",962,"s217"
"incongruent",1138,"s217"
"congruent",503,"s217"
"incongruent",701,"s217"
"congruent",780,"s217"
"incongruent",865,"s217"
"incongruent",624,"s217"
"incongruent",606,"s217"
"congruent",540,"s217"
"congruent",535,"s217"
"congruent",533,"s217"
"congruent",516,"s217"
"congruent",555,"s217"
"incongruent",577,"s217"
"congruent",473,"s217"
"congruent",389,"s217"
"congruent",492,"s217"
"congruent",499,"s217"
"congruent",466,"s217"
"congruent",633,"s217"
"congruent",609,"s217"
"incongruent",606,"s217"
"congruent",477,"s217"
"congruent",505,"s217"
"incongruent",615,"s217"
"incongruent",495,"s217"
"congruent",510,"s217"
"congruent",597,"s217"
"congruent",477,"s217"
"congruent",556,"s217"
"congruent",722,"s217"
"congruent",487,"s217"
"incongruent",749,"s217"
"congruent",580,"s217"
"congruent",433,"s217"
"incongruent",793,"s217"
"incongruent",711,"s217"
"incongruent",718,"s217"
"congruent",516,"s217"
"incongruent",825,"s217"
"congruent",560,"s217"
"incongruent",632,"s217"
"incongruent",681,"s217"
"congruent",454,"s217"
"congruent",717,"s217"
"congruent",516,"s217"
"incongruent",697,"s247"
"congruent",493,"s247"
"congruent",462,"s247"
"congruent",646,"s247"
"congruent",1302,"s247"
"congruent",517,"s247"
"incongruent",956,"s247"
"congruent",685,"s247"
"incongruent",464,"s247"
"incongruent",655,"s247"
"incongruent",479,"s247"
"incongruent",757,"s247"
"incongruent",716,"s247"
"congruent",652,"s247"
"incongruent",807,"s247"
"incongruent",699,"s247"
"congruent",699,"s247"
"congruent",526,"s247"
"incongruent",1170,"s247"
"incongruent",963,"s247"
"incongruent",837,"s247"
"congruent",714,"s247"
"congruent",633,"s247"
"incongruent",1142,"s247"
"congruent",524,"s247"
"congruent",812,"s247"
"incongruent",890,"s247"
"incongruent",593,"s247"
"congruent",902,"s247"
"congruent",581,"s247"
"incongruent",1256,"s247"
"congruent",518,"s247"
"incongruent",575,"s247"
"incongruent",797,"s247"
"congruent",444,"s247"
"congruent",599,"s247"
"congruent",1281,"s247"
"congruent",431,"s247"
"incongruent",678,"s247"
"congruent",675,"s247"
"congruent",570,"s247"
"incongruent",728,"s247"
"incongruent",1040,"s247"
"congruent",523,"s247"
"incongruent",491,"s247"
"congruent",588,"s247"
"congruent",481,"s247"
"congruent",538,"s247"
"incongruent",659,"s247"
"congruent",1084,"s247"
"congruent",1437,"s247"
"incongruent",995,"s247"
"incongruent",809,"s247"
"incongruent",867,"s247"
"incongruent",521,"s247"
"congruent",490,"s247"
"incongruent",985,"s247"
"congruent",377,"s247"
"incongruent",787,"s247"
"congruent",1000,"s247"
"incongruent",781,"s247"
"congruent",481,"s247"
"incongruent",1157,"s247"
"incongruent",929,"s247"
"congruent",417,"s247"
"incongruent",870,"s247"
"congruent",477,"s247"
"congruent",867,"s247"
"incongruent",509,"s247"
"congruent",579,"s247"
"congruent",528,"s247"
"congruent",832,"s247"
"congruent",745,"s247"
"incongruent",584,"s247"
"congruent",575,"s247"
"congruent",434,"s247"
"congruent",620,"s247"
"congruent",712,"s247"
"incongruent",601,"s247"
"congruent",800,"s247"
"congruent",567,"s247"
"incongruent",905,"s247"
"congruent",434,"s247"
"incongruent",626,"s247"
"incongruent",800,"s247"
"congruent",606,"s247"
"congruent",628,"s247"
"incongruent",852,"s247"
"incongruent",619,"s247"
"congruent",613,"s247"
"congruent",592,"s247"
"incongruent",1105,"s247"
"congruent",529,"s247"
"congruent",625,"s247"
"incongruent",791,"s247"
"incongruent",766,"s247"
"congruent",599,"s247"
"congruent",471,"s247"
"congruent",1073,"s247"
"incongruent",480,"s247"
"incongruent",1018,"s247"
"incongruent",592,"s247"
"incongruent",893,"s247"
"incongruent",1069,"s247"
"incongruent",867,"s247"
"incongruent",818,"s247"
"congruent",563,"s247"
"congruent",619,"s247"
"incongruent",914,"s247"
"incongruent",978,"s247"
"incongruent",687,"s247"
"incongruent",662,"s247"
"incongruent",911,"s247"
"incongruent",687,"s247"
"incongruent",973,"s247"
"congruent",724,"s247"
"congruent",1117,"s247"
"congruent",980,"s256"
"incongruent",881,"s256"
"congruent",974,"s256"
"incongruent",792,"s256"
"incongruent",1117,"s256"
"congruent",751,"s256"
"congruent",946,"s256"
"incongruent",923,"s256"
"incongruent",1037,"s256"
"congruent",925,"s256"
"congruent",1073,"s256"
"incongruent",1067,"s256"
"incongruent",1170,"s256"
"congruent",996,"s256"
"incongruent",691,"s256"
"congruent",667,"s256"
"congruent",539,"s256"
"congruent",483,"s256"
"incongruent",442,"s256"
"congruent",799,"s256"
"incongruent",755,"s256"
"incongruent",870,"s256"
"congruent",863,"s256"
"congruent",588,"s256"
"incongruent",967,"s256"
"congruent",711,"s256"
"incongruent",917,"s256"
"congruent",593,"s256"
"incongruent",732,"s256"
"incongruent",799,"s256"
"incongruent",810,"s256"
"congruent",598,"s256"
"incongruent",724,"s256"
"incongruent",832,"s256"
"congruent",580,"s256"
"congruent",566,"s256"
"congruent",526,"s256"
"incongruent",608,"s256"
"congruent",704,"s256"
"incongruent",964,"s256"
"congruent",597,"s256"
"incongruent",707,"s256"
"incongruent",737,"s256"
"incongruent",783,"s256"
"congruent",535,"s256"
"congruent",472,"s256"
"congruent",532,"s256"
"congruent",469,"s256"
"congruent",424,"s256"
"incongruent",714,"s256"
"congruent",523,"s256"
"congruent",665,"s256"
"congruent",591,"s256"
"incongruent",1119,"s256"
"incongruent",731,"s256"
"congruent",374,"s256"
"incongruent",647,"s256"
"congruent",737,"s256"
"incongruent",744,"s256"
"incongruent",952,"s256"
"incongruent",1296,"s256"
"congruent",854,"s256"
"congruent",548,"s256"
"incongruent",843,"s256"
"incongruent",680,"s256"
"incongruent",834,"s256"
"congruent",540,"s256"
"congruent",470,"s256"
"congruent",381,"s256"
"incongruent",868,"s256"
"incongruent",843,"s256"
"congruent",686,"s256"
"congruent",430,"s256"
"incongruent",1033,"s256"
"congruent",803,"s256"
"incongruent",1106,"s256"
"congruent",615,"s256"
"congruent",944,"s256"
"congruent",638,"s256"
"congruent",731,"s256"
"congruent",699,"s256"
"incongruent",573,"s256"
"congruent",597,"s256"
"incongruent",644,"s256"
"incongruent",732,"s256"
"incongruent",759,"s256"
"congruent",851,"s256"
"congruent",560,"s256"
"incongruent",688,"s256"
"congruent",582,"s256"
"congruent",601,"s256"
"incongruent",602,"s256"
"incongruent",457,"s256"
"incongruent",784,"s256"
"incongruent",701,"s256"
"incongruent",656,"s256"
"incongruent",876,"s256"
"congruent",803,"s256"
"congruent",560,"s256"
"congruent",683,"s256"
"incongruent",924,"s256"
"incongruent",1129,"s256"
"incongruent",546,"s256"
"incongruent",699,"s256"
"incongruent",440,"s256"
"incongruent",690,"s256"
"congruent",695,"s256"
"congruent",553,"s256"
"congruent",466,"s256"
"incongruent",682,"s256"
"incongruent",753,"s256"
"congruent",531,"s256"
"incongruent",797,"s256"
"congruent",664,"s256"
"congruent",510,"s256"
"incongruent",1216,"s256"
"incongruent",738,"s256"
"congruent",567,"s256"
"congruent",853,"s256"
"incongruent",1035,"s264"
"incongruent",909,"s264"
"incongruent",1119,"s264"
"congruent",715,"s264"
"congruent",749,"s264"
"incongruent",848,"s264"
"congruent",628,"s264"
"incongruent",816,"s264"
"congruent",500,"s264"
"congruent",527,"s264"
"congruent",536,"s264"
"congruent",419,"s264"
"incongruent",1041,"s264"
"congruent",675,"s264"
"incongruent",512,"s264"
"incongruent",709,"s264"
"congruent",642,"s264"
"congruent",702,"s264"
"incongruent",659,"s264"
"incongruent",759,"s264"
"congruent",659,"s264"
"incongruent",700,"s264"
"incongruent",689,"s264"
"congruent",532,"s264"
"congruent",556,"s264"
"incongruent",647,"s264"
"congruent",827,"s264"
"incongruent",626,"s264"
"incongruent",517,"s264"
"congruent",665,"s264"
"congruent",516,"s264"
"congruent",720,"s264"
"congruent",609,"s264"
"incongruent",646,"s264"
"congruent",547,"s264"
"incongruent",544,"s264"
"incongruent",835,"s264"
"congruent",638,"s264"
"congruent",499,"s264"
"congruent",519,"s264"
"incongruent",643,"s264"
"congruent",519,"s264"
"incongruent",644,"s264"
"congruent",578,"s264"
"congruent",494,"s264"
"incongruent",506,"s264"
"incongruent",646,"s264"
"congruent",444,"s264"
"congruent",488,"s264"
"congruent",539,"s264"
"incongruent",670,"s264"
"congruent",546,"s264"
"congruent",502,"s264"
"incongruent",626,"s264"
"incongruent",735,"s264"
"incongruent",740,"s264"
"congruent",495,"s264"
"congruent",515,"s264"
"congruent",623,"s264"
"incongruent",660,"s264"
"incongruent",791,"s264"
"incongruent",507,"s264"
"congruent",470,"s264"
"congruent",490,"s264"
"incongruent",562,"s264"
"incongruent",798,"s264"
"congruent",547,"s264"
"incongruent",570,"s264"
"incongruent",501,"s264"
"incongruent",504,"s264"
"congruent",522,"s264"
"incongruent",550,"s264"
"congruent",442,"s264"
"incongruent",447,"s264"
"congruent",524,"s264"
"incongruent",538,"s264"
"incongruent",582,"s264"
"incongruent",738,"s264"
"congruent",589,"s264"
"incongruent",601,"s264"
"congruent",740,"s264"
"congruent",536,"s264"
"congruent",587,"s264"
"congruent",507,"s264"
"incongruent",665,"s264"
"incongruent",604,"s264"
"incongruent",969,"s264"
"incongruent",628,"s264"
"incongruent",833,"s264"
"incongruent",789,"s264"
"congruent",707,"s264"
"congruent",543,"s264"
"incongruent",763,"s264"
"incongruent",639,"s264"
"congruent",572,"s264"
"incongruent",525,"s264"
"congruent",617,"s264"
"congruent",575,"s264"
"incongruent",683,"s264"
"congruent",629,"s264"
"incongruent",594,"s264"
"congruent",721,"s264"
"incongruent",776,"s264"
"incongruent",955,"s264"
"congruent",551,"s264"
"congruent",547,"s264"
"congruent",672,"s264"
"incongruent",779,"s264"
"congruent",696,"s264"
"incongruent",380,"s264"
"incongruent",539,"s264"
"congruent",774,"s264"
"congruent",681,"s264"
"incongruent",789,"s264"
"incongruent",647,"s264"
"congruent",505,"s264"
"congruent",732,"s264"
"congruent",866,"s264"
"incongruent",758,"s264"
"incongruent",866,"s264"
"incongruent",1105,"s275"
"congruent",834,"s275"
"congruent",388,"s275"
"incongruent",759,"s275"
"incongruent",800,"s275"
"incongruent",1034,"s275"
"incongruent",701,"s275"
"congruent",906,"s275"
"incongruent",612,"s275"
"congruent",718,"s275"
"incongruent",928,"s275"
"congruent",500,"s275"
"congruent",598,"s275"
"congruent",545,"s275"
"incongruent",1219,"s275"
"congruent",957,"s275"
"incongruent",736,"s275"
"incongruent",875,"s275"
"incongruent",967,"s275"
"congruent",912,"s275"
"congruent",723,"s275"
"incongruent",1157,"s275"
"congruent",520,"s275"
"congruent",1114,"s275"
"incongruent",981,"s275"
"congruent",776,"s275"
"congruent",442,"s275"
"congruent",949,"s275"
"incongruent",1007,"s275"
"congruent",619,"s275"
"incongruent",540,"s275"
"congruent",679,"s275"
"incongruent",1162,"s275"
"incongruent",956,"s275"
"congruent",647,"s275"
"congruent",730,"s275"
"incongruent",733,"s275"
"congruent",558,"s275"
"incongruent",761,"s275"
"congruent",588,"s275"
"congruent",1192,"s275"
"incongruent",874,"s275"
"incongruent",788,"s275"
"incongruent",1175,"s275"
"incongruent",860,"s275"
"congruent",620,"s275"
"incongruent",719,"s275"
"incongruent",636,"s275"
"incongruent",543,"s275"
"incongruent",497,"s275"
"congruent",588,"s275"
"incongruent",479,"s275"
"congruent",1003,"s275"
"congruent",692,"s275"
"incongruent",966,"s275"
"congruent",849,"s275"
"incongruent",740,"s275"
"congruent",654,"s275"
"congruent",434,"s275"
"incongruent",524,"s275"
"congruent",959,"s275"
"incongruent",538,"s275"
"congruent",493,"s275"
"incongruent",479,"s275"
"congruent",585,"s275"
"incongruent",580,"s275"
"congruent",503,"s275"
"incongruent",594,"s275"
"congruent",445,"s275"
"incongruent",1001,"s275"
"congruent",523,"s275"
"congruent",605,"s275"
"incongruent",616,"s275"
"incongruent",868,"s275"
"congruent",590,"s275"
"incongruent",625,"s275"
"congruent",883,"s275"
"incongruent",615,"s275"
"congruent",793,"s275"
"incongruent",820,"s275"
"incongruent",767,"s275"
"congruent",738,"s275"
"congruent",868,"s275"
"incongruent",879,"s275"
"congruent",618,"s275"
"congruent",485,"s275"
"congruent",615,"s275"
"congruent",1354,"s275"
"incongruent",829,"s275"
"incongruent",487,"s275"
"incongruent",609,"s275"
"congruent",516,"s275"
"congruent",528,"s275"
"congruent",562,"s275"
"incongruent",822,"s275"
"congruent",729,"s275"
"congruent",453,"s275"
"congruent",615,"s275"
"incongruent",1242,"s275"
"incongruent",621,"s275"
"incongruent",920,"s275"
"incongruent",754,"s275"
"congruent",685,"s275"
"incongruent",760,"s275"
"incongruent",643,"s275"
"incongruent",1150,"s275"
"congruent",552,"s275"
"congruent",547,"s275"
"congruent",727,"s275"
"congruent",529,"s275"
"incongruent",620,"s275"
"congruent",891,"s289"
"congruent",996,"s289"
"incongruent",1062,"s289"
"incongruent",1206,"s289"
"incongruent",1320,"s289"
"incongruent",1041,"s289"
"incongruent",1090,"s289"
"incongruent",1132,"s289"
"incongruent",1383,"s289"
"incongruent",883,"s289"
"incongruent",1014,"s289"
"incongruent",1010,"s289"
"congruent",740,"s289"
"congruent",630,"s289"
"congruent",777,"s289"
"congruent",1078,"s289"
"congruent",991,"s289"
"incongruent",1171,"s289"
"congruent",747,"s289"
"incongruent",1216,"s289"
"congruent",754,"s289"
"incongruent",636,"s289"
"incongruent",906,"s289"
"congruent",789,"s289"
"incongruent",1229,"s289"
"congruent",917,"s289"
"congruent",779,"s289"
"incongruent",781,"s289"
"incongruent",1138,"s289"
"incongruent",927,"s289"
"incongruent",1103,"s289"
"congruent",1211,"s289"
"incongruent",1091,"s289"
"congruent",811,"s289"
"congruent",874,"s289"
"congruent",857,"s289"
"congruent",936,"s289"
"incongruent",858,"s289"
"incongruent",1286,"s289"
"incongruent",1017,"s289"
"congruent",845,"s289"
"congruent",731,"s289"
"incongruent",1071,"s289"
"incongruent",860,"s289"
"congruent",747,"s289"
"congruent",1171,"s289"
"congruent",1001,"s289"
"congruent",665,"s289"
"congruent",669,"s289"
"incongruent",1079,"s289"
"congruent",1076,"s289"
"incongruent",974,"s289"
"incongruent",1025,"s289"
"incongruent",712,"s289"
"incongruent",832,"s289"
"congruent",794,"s289"
"congruent",1240,"s289"
"incongruent",882,"s289"
"congruent",892,"s289"
"congruent",747,"s289"
"congruent",632,"s289"
"incongruent",1160,"s289"
"incongruent",1030,"s289"
"congruent",785,"s289"
"congruent",1112,"s289"
"incongruent",992,"s289"
"incongruent",1420,"s289"
"congruent",990,"s289"
"incongruent",831,"s289"
"incongruent",693,"s289"
"congruent",1201,"s289"
"incongruent",966,"s289"
"congruent",603,"s289"
"incongruent",768,"s289"
"incongruent",635,"s289"
"congruent",593,"s289"
"congruent",737,"s289"
"incongruent",1040,"s289"
"incongruent",987,"s289"
"congruent",856,"s289"
"congruent",724,"s289"
"congruent",507,"s289"
"congruent",518,"s289"
"incongruent",902,"s289"
"congruent",1188,"s289"
"congruent",853,"s289"
"congruent",896,"s289"
"congruent",735,"s289"
"incongruent",670,"s289"
"congruent",686,"s289"
"incongruent",716,"s289"
"congruent",646,"s289"
"congruent",695,"s289"
"incongruent",677,"s289"
"incongruent",839,"s289"
"incongruent",992,"s289"
"incongruent",1084,"s289"
"congruent",616,"s289"
"incongruent",988,"s289"
"incongruent",801,"s289"
"congruent",734,"s289"
"incongruent",551,"s289"
"congruent",884,"s289"
"incongruent",947,"s289"
"incongruent",981,"s289"
"congruent",714,"s289"
"incongruent",982,"s289"
"incongruent",747,"s289"
"incongruent",714,"s289"
"incongruent",1070,"s289"
"congruent",773,"s289"
"congruent",780,"s289"
"incongruent",1035,"s289"
"congruent",999,"s289"
"congruent",723,"s289"
"congruent",654,"s289"
"incongruent",1308,"s291"
"congruent",573,"s291"
"incongruent",695,"s291"
"incongruent",631,"s291"
"congruent",634,"s291"
"incongruent",576,"s291"
"congruent",552,"s291"
"incongruent",636,"s291"
"congruent",482,"s291"
"incongruent",543,"s291"
"incongruent",485,"s291"
"congruent",347,"s291"
"congruent",607,"s291"
"incongruent",622,"s291"
"incongruent",653,"s291"
"congruent",532,"s291"
"incongruent",786,"s291"
"congruent",542,"s291"
"congruent",427,"s291"
"incongruent",824,"s291"
"congruent",582,"s291"
"incongruent",914,"s291"
"congruent",559,"s291"
"congruent",553,"s291"
"congruent",937,"s291"
"incongruent",1038,"s291"
"incongruent",507,"s291"
"congruent",438,"s291"
"incongruent",783,"s291"
"incongruent",582,"s291"
"incongruent",401,"s291"
"congruent",619,"s291"
"congruent",547,"s291"
"incongruent",417,"s291"
"incongruent",387,"s291"
"congruent",401,"s291"
"incongruent",799,"s291"
"incongruent",661,"s291"
"incongruent",532,"s291"
"incongruent",840,"s291"
"incongruent",622,"s291"
"congruent",472,"s291"
"congruent",512,"s291"
"incongruent",768,"s291"
"congruent",560,"s291"
"congruent",412,"s291"
"incongruent",740,"s291"
"incongruent",444,"s291"
"congruent",461,"s291"
"incongruent",729,"s291"
"congruent",550,"s291"
"congruent",479,"s291"
"incongruent",782,"s291"
"congruent",553,"s291"
"incongruent",490,"s291"
"congruent",566,"s291"
"incongruent",733,"s291"
"congruent",615,"s291"
"incongruent",717,"s291"
"incongruent",725,"s291"
"congruent",513,"s291"
"congruent",529,"s291"
"incongruent",598,"s291"
"congruent",507,"s291"
"incongruent",417,"s291"
"congruent",440,"s291"
"congruent",554,"s291"
"incongruent",619,"s291"
"incongruent",768,"s291"
"congruent",531,"s291"
"incongruent",524,"s291"
"incongruent",855,"s291"
"congruent",562,"s291"
"incongruent",715,"s291"
"congruent",540,"s291"
"congruent",698,"s291"
"incongruent",916,"s291"
"congruent",480,"s291"
"congruent",457,"s291"
"incongruent",387,"s291"
"congruent",445,"s291"
"incongruent",589,"s291"
"incongruent",744,"s291"
"incongruent",550,"s291"
"congruent",402,"s291"
"congruent",474,"s291"
"incongruent",518,"s291"
"congruent",503,"s291"
"congruent",384,"s291"
"congruent",368,"s291"
"incongruent",351,"s291"
"congruent",505,"s291"
"congruent",480,"s291"
"congruent",540,"s291"
"incongruent",379,"s291"
"incongruent",888,"s291"
"congruent",552,"s291"
"incongruent",419,"s291"
"incongruent",427,"s291"
"congruent",471,"s291"
"incongruent",447,"s291"
"incongruent",576,"s291"
"congruent",460,"s291"
"incongruent",471,"s291"
"congruent",592,"s291"
"incongruent",653,"s291"
"congruent",489,"s291"
"congruent",496,"s291"
"incongruent",435,"s291"
"congruent",551,"s291"
"incongruent",647,"s291"
"congruent",502,"s291"
"congruent",539,"s291"
"incongruent",643,"s291"
"incongruent",419,"s291"
"congruent",543,"s291"
"incongruent",582,"s291"
"congruent",416,"s291"
"congruent",587,"s291"
"congruent",471,"s291"
"congruent",653,"s302"
"congruent",611,"s302"
"incongruent",727,"s302"
"congruent",741,"s302"
"congruent",528,"s302"
"incongruent",787,"s302"
"incongruent",695,"s302"
"incongruent",764,"s302"
"incongruent",714,"s302"
"incongruent",599,"s302"
"congruent",594,"s302"
"incongruent",746,"s302"
"congruent",645,"s302"
"incongruent",544,"s302"
"congruent",531,"s302"
"congruent",621,"s302"
"incongruent",618,"s302"
"congruent",815,"s302"
"incongruent",601,"s302"
"incongruent",773,"s302"
"congruent",626,"s302"
"congruent",549,"s302"
"congruent",658,"s302"
"incongruent",679,"s302"
"incongruent",583,"s302"
"congruent",595,"s302"
"incongruent",530,"s302"
"congruent",466,"s302"
"incongruent",589,"s302"
"incongruent",526,"s302"
"congruent",606,"s302"
"incongruent",612,"s302"
"congruent",606,"s302"
"congruent",578,"s302"
"congruent",546,"s302"
"incongruent",655,"s302"
"congruent",561,"s302"
"congruent",551,"s302"
"incongruent",707,"s302"
"incongruent",779,"s302"
"congruent",554,"s302"
"incongruent",718,"s302"
"congruent",612,"s302"
"incongruent",1013,"s302"
"incongruent",709,"s302"
"congruent",627,"s302"
"congruent",781,"s302"
"congruent",562,"s302"
"incongruent",574,"s302"
"congruent",641,"s302"
"congruent",551,"s302"
"congruent",491,"s302"
"congruent",658,"s302"
"congruent",602,"s302"
"incongruent",658,"s302"
"incongruent",634,"s302"
"congruent",808,"s302"
"congruent",483,"s302"
"incongruent",798,"s302"
"incongruent",732,"s302"
"incongruent",822,"s302"
"congruent",597,"s302"
"incongruent",586,"s302"
"congruent",618,"s302"
"incongruent",932,"s302"
"incongruent",880,"s302"
"congruent",559,"s302"
"incongruent",785,"s302"
"congruent",604,"s302"
"congruent",538,"s302"
"congruent",506,"s302"
"congruent",761,"s302"
"congruent",848,"s302"
"incongruent",854,"s302"
"congruent",1113,"s302"
"congruent",703,"s302"
"incongruent",739,"s302"
"incongruent",691,"s302"
"incongruent",532,"s302"
"congruent",663,"s302"
"congruent",917,"s302"
"incongruent",763,"s302"
"incongruent",908,"s302"
"incongruent",1044,"s302"
"congruent",613,"s302"
"congruent",601,"s302"
"incongruent",566,"s302"
"congruent",761,"s302"
"incongruent",625,"s302"
"congruent",835,"s302"
"incongruent",659,"s302"
"congruent",657,"s302"
"congruent",921,"s302"
"incongruent",868,"s302"
"congruent",1015,"s302"
"congruent",717,"s302"
"incongruent",732,"s302"
"incongruent",697,"s302"
"incongruent",793,"s302"
"incongruent",571,"s302"
"incongruent",836,"s302"
"congruent",552,"s302"
"congruent",671,"s302"
"congruent",622,"s302"
"congruent",507,"s302"
"incongruent",691,"s302"
"incongruent",514,"s302"
"incongruent",742,"s302"
"incongruent",633,"s302"
"incongruent",872,"s302"
"incongruent",584,"s302"
"congruent",662,"s302"
"incongruent",964,"s302"
"incongruent",616,"s302"
"incongruent",511,"s302"
"congruent",766,"s302"
"incongruent",703,"s302"
"congruent",572,"s302"
"incongruent",730,"s302"
"congruent",781,"s302"
"congruent",769,"s328"
"incongruent",1067,"s328"
"congruent",888,"s328"
"incongruent",1153,"s328"
"congruent",993,"s328"
"incongruent",1300,"s328"
"incongruent",1055,"s328"
"congruent",1050,"s328"
"incongruent",998,"s328"
"congruent",1194,"s328"
"congruent",787,"s328"
"incongruent",1149,"s328"
"congruent",1445,"s328"
"incongruent",1031,"s328"
"congruent",1191,"s328"
"incongruent",1176,"s328"
"congruent",963,"s328"
"incongruent",937,"s328"
"incongruent",854,"s328"
"congruent",946,"s328"
"congruent",656,"s328"
"congruent",1216,"s328"
"incongruent",993,"s328"
"incongruent",1073,"s328"
"congruent",1125,"s328"
"congruent",865,"s328"
"incongruent",1135,"s328"
"incongruent",1041,"s328"
"congruent",975,"s328"
"incongruent",803,"s328"
"congruent",956,"s328"
"congruent",597,"s328"
"incongruent",1037,"s328"
"incongruent",1002,"s328"
"congruent",524,"s328"
"congruent",982,"s328"
"congruent",704,"s328"
"congruent",797,"s328"
"incongruent",1025,"s328"
"incongruent",716,"s328"
"incongruent",913,"s328"
"congruent",1072,"s328"
"incongruent",695,"s328"
"incongruent",1083,"s328"
"incongruent",662,"s328"
"incongruent",940,"s328"
"incongruent",1070,"s328"
"incongruent",924,"s328"
"congruent",1308,"s328"
"incongruent",1114,"s328"
"incongruent",918,"s328"
"congruent",976,"s328"
"incongruent",855,"s328"
"congruent",1048,"s328"
"congruent",923,"s328"
"incongruent",862,"s328"
"incongruent",925,"s328"
"congruent",1011,"s328"
"incongruent",840,"s328"
"incongruent",857,"s328"
"congruent",867,"s328"
"congruent",808,"s328"
"incongruent",1108,"s328"
"congruent",620,"s328"
"incongruent",971,"s328"
"incongruent",860,"s328"
"incongruent",994,"s328"
"congruent",714,"s328"
"congruent",611,"s328"
"congruent",741,"s328"
"congruent",734,"s328"
"congruent",951,"s328"
"congruent",872,"s328"
"congruent",841,"s328"
"congruent",809,"s328"
"incongruent",878,"s328"
"congruent",915,"s328"
"incongruent",1288,"s328"
"incongruent",1014,"s328"
"congruent",685,"s328"
"incongruent",1137,"s328"
"incongruent",973,"s328"
"congruent",753,"s328"
"congruent",842,"s328"
"incongruent",958,"s328"
"incongruent",903,"s328"
"incongruent",861,"s328"
"congruent",837,"s328"
"incongruent",851,"s328"
"congruent",843,"s328"
"incongruent",854,"s328"
"incongruent",925,"s328"
"incongruent",704,"s328"
"congruent",678,"s328"
"incongruent",668,"s328"
"congruent",934,"s328"
